split,repeat,fold,cv_mode,model,n_features_final,inner_cv_auc,roc_auc,pr_auc,accuracy,f1,mcc,sensitivity,specificity,balanced_accuracy,threshold,tp,fp,tn,fn,ensemble_members
13,3,3,stratified_group_kfold_similarity_aware,weighted_ensemble,300,0.7721282113709272,0.8424657534246576,0.8161081731213369,0.8226950354609929,0.8120300751879699,0.6449938162263604,0.7941176470588235,0.8493150684931506,0.8217163577759871,0.43621230641520287,54,11,62,14,"logreg_l2,svm_rbf,nu_svm,rf,extra_trees,hist_gb,xgb"
14,3,4,stratified_group_kfold_similarity_aware,logreg_l2,300,0.75313184361096,0.7863461538461539,0.6825748391056845,0.7448275862068966,0.6890756302521008,0.48170340661242794,0.6307692307692307,0.8375,0.7341346153846153,0.5578484827596764,41,13,67,24,
14,3,4,stratified_group_kfold_similarity_aware,svm_rbf,300,0.7629527663181713,0.7984615384615384,0.7040525316755871,0.7586206896551724,0.7154471544715447,0.5095246653650681,0.676923076923077,0.825,0.7509615384615385,0.46775497428717144,44,14,66,21,
14,3,4,stratified_group_kfold_similarity_aware,nu_svm,300,0.7514111610412844,0.8136538461538462,0.7243329790422175,0.7655172413793103,0.7213114754098361,0.5237732935841762,0.676923076923077,0.8375,0.7572115384615385,0.51,44,13,67,21,
14,3,4,stratified_group_kfold_similarity_aware,rf,300,0.7914996996538023,0.8401923076923078,0.7696160544325528,0.7517241379310344,0.7534246575342466,0.5219574763091566,0.8461538461538461,0.675,0.760576923076923,0.38,55,26,54,10,
14,3,4,stratified_group_kfold_similarity_aware,extra_trees,300,0.8051787002344085,0.8540384615384616,0.7997414374478368,0.7793103448275862,0.7377049180327869,0.5521647431429447,0.6923076923076923,0.85,0.7711538461538461,0.5736943888569128,45,12,68,20,
14,3,4,stratified_group_kfold_similarity_aware,hist_gb,300,0.7704338426111784,0.8126923076923077,0.7482258414405052,0.7655172413793103,0.7571428571428571,0.5378051991515443,0.8153846153846154,0.725,0.7701923076923076,0.47108099584001667,53,22,58,12,
14,3,4,stratified_group_kfold_similarity_aware,xgb,300,0.7781970747527561,0.8311538461538461,0.7574032013558766,0.7448275862068966,0.7516778523489933,0.5153181088004489,0.8615384615384616,0.65,0.7557692307692307,0.3933298885822296,56,28,52,9,
14,3,4,stratified_group_kfold_similarity_aware,weighted_ensemble,300,0.7732578697460802,0.8323076923076923,0.7345477859904866,0.7931034482758621,0.7794117647058824,0.5873428272586294,0.8153846153846154,0.775,0.7951923076923078,0.45933878657098043,53,18,62,12,"logreg_l2,svm_rbf,nu_svm,rf,extra_trees,hist_gb,xgb"
15,3,5,stratified_group_kfold_similarity_aware,logreg_l2,300,0.7619505476669519,0.8198649951783992,0.7871205842857355,0.7534246575342466,0.71875,0.5018399817645012,0.7540983606557377,0.7529411764705882,0.7535197685631629,0.49978479242906815,46,21,64,15,
15,3,5,stratified_group_kfold_similarity_aware,svm_rbf,300,0.7753891940951129,0.8186113789778207,0.7813450682187781,0.7945205479452054,0.7580645161290323,0.579801603019075,0.7704918032786885,0.8117647058823529,0.7911282545805207,0.42589877890658684,47,16,69,14,
15,3,5,stratified_group_kfold_similarity_aware,nu_svm,300,0.777728974717902,0.8210221793635488,0.7682950781583693,0.7808219178082192,0.7419354838709677,0.5517621747180531,0.7540983606557377,0.8,0.7770491803278688,0.39271638405463316,46,17,68,15,
15,3,5,stratified_group_kfold_similarity_aware,rf,300,0.8105235972952358,0.8271938283510125,0.7923823041293816,0.7123287671232876,0.7162162162162162,0.4712213361122492,0.8688524590163934,0.6,0.7344262295081967,0.37982523329708806,53,34,51,8,
15,3,5,stratified_group_kfold_similarity_aware,extra_trees,300,0.8314703789734682,0.837801350048216,0.8266676948018168,0.7397260273972602,0.7285714285714285,0.5014582092412874,0.8360655737704918,0.6705882352941176,0.7533269045323048,0.3885074892932962,51,28,57,10,
15,3,5,stratified_group_kfold_similarity_aware,hist_gb,300,0.7939950604231001,0.8368370298939248,0.8157506054067976,0.7671232876712328,0.734375,0.5297093759591064,0.7704918032786885,0.7647058823529411,0.7675988428158148,0.46802403830833833,47,20,65,14,
15,3,5,stratified_group_kfold_similarity_aware,xgb,300,0.807707905530686,0.819672131147541,0.77811539699697,0.7328767123287672,0.7153284671532847,0.4794303566105432,0.8032786885245902,0.6823529411764706,0.7428158148505304,0.4983307123184204,49,27,58,12,
15,3,5,stratified_group_kfold_similarity_aware,weighted_ensemble,300,0.7941093798146367,0.8372227579556413,0.811589423494766,0.8013698630136986,0.7478260869565218,0.5879408620920772,0.7049180327868853,0.8705882352941177,0.7877531340405015,0.56,43,11,74,18,"logreg_l2,svm_rbf,nu_svm,rf,extra_trees,hist_gb,xgb"
